Index,Filename,Status,Expected_Mode,Actual_Mode,Mode_Correct,Processing_Time_s,Rain_Score,Glare_Score,Glare_Percentage,Needs_Enhancement,Critical_Issue
100,822_rain.png,success,DEGLARE,DEGLARE,True,0.625046968460083,0.18,0.03902199074074074,3.902199074074074,True,False
101,823_rain.png,success,DEGLARE,DEGLARE,True,0.6917939186096191,0.22159177257313936,0.12198206018518519,12.198206018518519,False,False
102,823_rain.png,success,DEGLARE,DEGLARE,True,0.7570109367370605,0.22159177257313936,0.12198206018518519,12.198206018518519,False,False
103,824_rain.png,success,DEGLARE,DEGLARE,True,0.7645082473754883,0.18,0.09853587962962963,9.853587962962964,False,False
104,824_rain.png,success,DEGLARE,DEGLARE,True,0.7643032073974609,0.18,0.09853587962962963,9.853587962962964,False,False
105,825_rain.png,success,DERAIN,DERAIN,True,10.090363264083862,0.2518400051842479,0.007236689814814815,0.7236689814814815,False,False
106,825_rain.png,success,DERAIN,DERAIN,True,9.906638860702515,0.2518400051842479,0.007236689814814815,0.7236689814814815,False,False
107,826_rain.png,success,DEGLARE,DEGLARE,True,0.6522703170776367,0.18,0.03361053361053361,3.3610533610533606,False,False
108,826_rain.png,success,DEGLARE,DEGLARE,True,0.6519718170166016,0.18,0.03361053361053361,3.3610533610533606,False,False
109,827_rain.png,success,DERAIN,DERAIN,True,9.964751243591309,0.2866041535167504,0.060217013888888886,6.021701388888888,False,False
110,827_rain.png,success,DERAIN,DERAIN,True,10.585754871368408,0.2866041535167504,0.060217013888888886,6.021701388888888,False,False
111,828_rain.png,success,DEGLARE,DEGLARE,True,1.243178367614746,0.1996871007048928,0.258203125,25.820312499999996,False,False
112,828_rain.png,success,DEGLARE,DEGLARE,True,1.5206944942474365,0.1996871007048928,0.258203125,25.820312499999996,False,False
113,829_rain.png,success,DEGLARE,DEGLARE,True,0.8166844844818115,0.18,0.3463310185185185,34.63310185185185,False,False
114,829_rain.png,success,DEGLARE,DEGLARE,True,0.7050607204437256,0.18,0.3463310185185185,34.63310185185185,False,False
115,830_rain.png,success,NONE,NONE,True,0.07184743881225586,0.18,0.0,0.0,False,False
116,830_rain.png,success,NONE,NONE,True,0.06275129318237305,0.18,0.0,0.0,False,False
117,831_rain.png,success,DEGLARE,DEGLARE,True,0.6430661678314209,0.05560882089202501,0.02521412037037037,2.5214120370370368,True,False
118,831_rain.png,success,DEGLARE,DEGLARE,True,0.6657497882843018,0.05560882089202501,0.02521412037037037,2.5214120370370368,True,False
119,832_rain.png,success,DEGLARE,DEGLARE,True,1.0102787017822266,0.18,0.19408564814814816,19.408564814814817,False,False
120,832_rain.png,success,DEGLARE,DEGLARE,True,0.7610733509063721,0.18,0.19408564814814816,19.408564814814817,False,False
121,834_rain.png,success,ENHANCE,ENHANCE,True,1.7142906188964844,0.18,0.0,0.0,True,False
122,834_rain.png,success,ENHANCE,ENHANCE,True,1.9111881256103516,0.18,0.0,0.0,True,False
123,835_rain.png,success,DEGLARE,DEGLARE,True,0.8551771640777588,0.19419433655222598,0.008356481481481482,0.8356481481481483,True,False
124,835_rain.png,success,DEGLARE,DEGLARE,True,0.642655611038208,0.19419433655222598,0.008356481481481482,0.8356481481481483,True,False
125,837_rain.png,success,DEGLARE,DEGLARE,True,0.6043338775634766,0.18,0.009450231481481481,0.9450231481481481,True,False
126,837_rain.png,success,DEGLARE,DEGLARE,True,0.7323875427246094,0.18,0.009450231481481481,0.9450231481481481,True,False
127,838_rain.png,success,NONE,NONE,True,0.07719755172729492,0.1989481570377951,0.002766203703703704,0.2766203703703704,False,False
128,838_rain.png,success,NONE,NONE,True,0.0850214958190918,0.1989481570377951,0.002766203703703704,0.2766203703703704,False,False
129,839_rain.png,success,DEGLARE,DEGLARE,True,0.9275567531585693,0.18,0.1366724537037037,13.66724537037037,False,False
130,839_rain.png,success,DEGLARE,DEGLARE,True,0.6898643970489502,0.18,0.1366724537037037,13.66724537037037,False,False
